Course,Course Number,Seats Remaining,Instructor,Semester,Waitlist Percent,Sem,Year,Risk Level
Operating Systems,518,8 of 50 seats remain,"Martinez, Jessica",Spring 2022,16,Spring,2022,Very Risky
Computer Networks,522,20 of 20 seats remain,"Rodriguez, Michael",Spring 2022,100,Spring,2022,No Risk
Artificial Intelligence,525,27 of 60 seats remain,"Rodriguez, Michael",Spring 2022,45,Spring,2022,Medium risk
Artificial Intelligence,527,30 of 60 seats remain,"Martinez, Jessica",Spring 2022,50,Spring,2022,Medium risk
Software Engineering,529,32 of 50 seats remain,"Williams, David",Spring 2022,64,Spring,2022,Low Risk
Operating Systems,530,23 of 40 seats remain,"Smith, John",Spring 2022,57.5,Spring,2022,Medium risk
Intro to Programming,531,6 of 40 seats remain,"Williams, David",Spring 2022,15,Spring,2022,Very Risky
Data Structures,532,50 of 60 seats remain,"Garcia, Maria",Spring 2022,83.33333333,Spring,2022,No Risk
Artificial Intelligence,532,20 of 30 seats remain,"Johnson, Emily",Spring 2022,66.66666667,Spring,2022,Low Risk
Computer Networks,534,41 of 50 seats remain,"Smith, John",Spring 2022,82,Spring,2022,No Risk
Database Systems,540,4 of 40 seats remain,"Martinez, Jessica",Spring 2022,10,Spring,2022,Very Risky
Software Engineering,540,15 of 20 seats remain,"Garcia, Maria",Spring 2022,75,Spring,2022,Low Risk
Data Structures,540,8 of 30 seats remain,"Miller, James",Spring 2022,26.66666667,Spring,2022,Risky
Intro to Programming,540,30 of 50 seats remain,"Garcia, Maria",Spring 2022,60,Spring,2022,Medium risk
Data Structures,541,12 of 20 seats remain,"Jones, Robert",Spring 2022,60,Spring,2022,Medium risk
Software Engineering,541,46 of 70 seats remain,"Williams, David",Spring 2022,65.71428571,Spring,2022,Low Risk
Operating Systems,542,24 of 50 seats remain,"Martinez, Jessica",Spring 2022,48,Spring,2022,Medium risk
Operating Systems,542,59 of 70 seats remain,"Garcia, Maria",Spring 2022,84.28571429,Spring,2022,No Risk
Machine Learning,545,0 of 20 seats remain,"Williams, David",Spring 2022,0,Spring,2022,Very Risky
Database Systems,546,2 of 20 seats remain,"Miller, James",Spring 2022,10,Spring,2022,Very Risky
Data Structures,551,19 of 20 seats remain,"Martinez, Jessica",Spring 2022,95,Spring,2022,No Risk
Artificial Intelligence,553,4 of 30 seats remain,"Garcia, Maria",Spring 2022,13.33333333,Spring,2022,Very Risky
Computer Networks,559,16 of 20 seats remain,"Garcia, Maria",Spring 2022,80,Spring,2022,Low Risk
Operating Systems,561,16 of 50 seats remain,"Rodriguez, Michael",Spring 2022,32,Spring,2022,Risky
Algorithms,564,56 of 60 seats remain,"Williams, David",Spring 2022,93.33333333,Spring,2022,No Risk
Machine Learning,565,9 of 40 seats remain,"Rodriguez, Michael",Spring 2022,22.5,Spring,2022,Risky
Software Engineering,566,15 of 20 seats remain,"Miller, James",Spring 2022,75,Spring,2022,Low Risk
Intro to Programming,567,51 of 70 seats remain,"Williams, David",Spring 2022,72.85714286,Spring,2022,Low Risk
Machine Learning,569,3 of 70 seats remain,"Garcia, Maria",Spring 2022,4.285714286,Spring,2022,Very Risky
Computer Architecture,569,32 of 60 seats remain,"Jones, Robert",Spring 2022,53.33333333,Spring,2022,Medium risk
Data Structures,571,29 of 40 seats remain,"Williams, David",Spring 2022,72.5,Spring,2022,Low Risk
Machine Learning,572,9 of 30 seats remain,"Williams, David",Spring 2022,30,Spring,2022,Risky
Computer Architecture,573,31 of 40 seats remain,"Martinez, Jessica",Spring 2022,77.5,Spring,2022,Low Risk
Algorithms,574,6 of 20 seats remain,"Davis, Elizabeth",Spring 2022,30,Spring,2022,Risky
Computer Architecture,574,19 of 60 seats remain,"Davis, Elizabeth",Spring 2022,31.66666667,Spring,2022,Risky
Machine Learning,579,44 of 50 seats remain,"Jones, Robert",Spring 2022,88,Spring,2022,No Risk
Machine Learning,580,6 of 20 seats remain,"Martinez, Jessica",Spring 2022,30,Spring,2022,Risky
Theory/Application Data Mining,584,6 of 70 seats remain,"Zhou, Keren",Spring 2022,8.571428571,Spring,2022,Very Risky
Theory/Application Data Mining,584,51 of 70 seats remain,"Barbara, Daniel",Spring 2022,72.85714286,Spring,2022,Low Risk
Introduction to Cryptography,587,9 of 20 seats remain,"Ateniese, Giuseppe",Spring 2022,45,Spring,2022,Medium risk
Quantum Algorithms,595,FULL: 0 of 2 seats remain,"Baume, Michael",Spring 2022,0,Spring,2022,Very Risky
AI Design and Deployment Risks,595,9 of 15 seats remain,"Cummings, Missy",Spring 2022,60,Spring,2022,Medium risk
AI Design and Deployment Risks,595,12 of 15 seats remain,"Cummings, Missy",Spring 2022,80,Spring,2022,Low Risk
Theory of Computation,600,46 of 60 seats remain,"Richards, Dana",Spring 2022,76.66666667,Spring,2022,Low Risk
Theory of Computation,600,32 of 50 seats remain,"Richards, Dana",Spring 2022,64,Spring,2022,Low Risk
Advanced Algorithms,630,17 of 50 seats remain,"Yaroslavtsev, Grigory",Spring 2022,34,Spring,2022,Risky
Wireless and Mobile Computing,655,12 of 50 seats remain,"Yao, Shuochao",Spring 2022,24,Spring,2022,Risky
Computational Design,663,30 of 65 seats remain,"Yu, Lap Fai",Spring 2022,46.15384615,Spring,2022,Medium risk
Advanced NLP,678,9 of 65 seats remain,"Yao, Ziyu",Spring 2022,13.84615385,Spring,2022,Very Risky
Computer Vision,682,19 of 53 seats remain,"Kosecka, Jana",Spring 2022,35.8490566,Spring,2022,Risky
Machine Learning,688,19 of 50 seats remain,"Yu, Fang-Yi",Spring 2022,38,Spring,2022,Risky
Machine Learning,688,20 of 50 seats remain,"Das, Sanmay",Spring 2022,40,Spring,2022,Risky
Network Security,692,0 of 10 seats remain,"Wang, Xinyuan",Spring 2022,0,Spring,2022,Very Risky
Linux Kernel Internals,692,29 of 40 seats remain,"Zhang, Xiaokuan",Spring 2022,72.5,Spring,2022,Low Risk
SWE Real-Time Embedded Systm,692,9 of 35 seats remain,"Pettit, Rob",Spring 2022,25.71428571,Spring,2022,Risky
Advanced Computer Architecture,692,39 of 50 seats remain,"Yang, Lishan",Spring 2022,78,Spring,2022,Low Risk
SWE Real-Time Embedded Systm,692,9 of 32 seats remain,"Pettit, Rob",Spring 2022,28.125,Spring,2022,Risky
Advanced Machine Learning,782,36 of 44 seats remain,"Liu, Mingrui",Spring 2022,81.81818182,Spring,2022,No Risk
Advanced Machine Learning,782,32 of 44 seats remain,"Barbara, Daniel",Spring 2022,72.72727273,Spring,2022,Low Risk
Decision Guidance Systems,787,9 of 50 seats remain,"Brodsky, Alexander",Spring 2022,18,Spring,2022,Very Risky
Computer Science Colloquium,800,6 of 60 seats remain,"Aydin, Hakan",Spring 2022,10,Spring,2022,Very Risky
Computer Networks,107,17 of 70 seats remain,"Davis, Elizabeth",Spring 2023,24.28571429,Spring,2023,Risky
Computer Architecture,109,7 of 30 seats remain,"Smith, John",Spring 2023,23.33333333,Spring,2023,Risky
Intro to Programming,112,25 of 30 seats remain,"Martinez, Jessica",Spring 2023,83.33333333,Spring,2023,No Risk
Computer Architecture,114,33 of 50 seats remain,"Smith, John",Spring 2023,66,Spring,2023,Low Risk
Data Structures,117,63 of 70 seats remain,"Jones, Robert",Spring 2023,90,Spring,2023,No Risk
Data Structures,118,24 of 30 seats remain,"Johnson, Emily",Spring 2023,80,Spring,2023,Low Risk
Artificial Intelligence,121,28 of 70 seats remain,"Smith, John",Spring 2023,40,Spring,2023,Risky
Intro to Programming,121,13 of 50 seats remain,"Garcia, Maria",Spring 2023,26,Spring,2023,Risky
Artificial Intelligence,122,9 of 20 seats remain,"Miller, James",Spring 2023,45,Spring,2023,Medium risk
Data Structures,124,6 of 20 seats remain,"Rodriguez, Michael",Spring 2023,30,Spring,2023,Risky
Operating Systems,128,13 of 60 seats remain,"Johnson, Emily",Spring 2023,21.66666667,Spring,2023,Risky
Operating Systems,129,40 of 70 seats remain,"Williams, David",Spring 2023,57.14285714,Spring,2023,Medium risk
Computer Networks,131,14 of 20 seats remain,"Brown, Linda",Spring 2023,70,Spring,2023,Low Risk
Intro to Programming,131,18 of 60 seats remain,"Martinez, Jessica",Spring 2023,30,Spring,2023,Risky
Artificial Intelligence,132,26 of 50 seats remain,"Martinez, Jessica",Spring 2023,52,Spring,2023,Medium risk
Machine Learning,135,5 of 50 seats remain,"Smith, John",Spring 2023,10,Spring,2023,Very Risky
Computer Networks,140,25 of 40 seats remain,"Garcia, Maria",Spring 2023,62.5,Spring,2023,Low Risk
Data Structures,148,48 of 60 seats remain,"Garcia, Maria",Spring 2023,80,Spring,2023,Low Risk
Computer Architecture,149,5 of 20 seats remain,"Smith, John",Spring 2023,25,Spring,2023,Risky
Computer Architecture,149,FULL: 0 of 30 seats remain,"Jones, Robert",Spring 2023,0,Spring,2023,Very Risky
Computer Architecture,150,30 of 70 seats remain,"Jones, Robert",Spring 2023,42.85714286,Spring,2023,Medium risk
Machine Learning,150,12 of 30 seats remain,"Martinez, Jessica",Spring 2023,40,Spring,2023,Risky
Artificial Intelligence,152,17 of 20 seats remain,"Smith, John",Spring 2023,85,Spring,2023,No Risk
Intro to Programming,161,50 of 60 seats remain,"Davis, Elizabeth",Spring 2023,83.33333333,Spring,2023,No Risk
Computer Architecture,163,10 of 40 seats remain,"Smith, John",Spring 2023,25,Spring,2023,Risky
Data Structures,163,24 of 40 seats remain,"Garcia, Maria",Spring 2023,60,Spring,2023,Medium risk
Data Structures,163,24 of 30 seats remain,"Johnson, Emily",Spring 2023,80,Spring,2023,Low Risk
Operating Systems,163,25 of 70 seats remain,"Garcia, Maria",Spring 2023,35.71428571,Spring,2023,Risky
Intro to Programming,164,23 of 60 seats remain,"Smith, John",Spring 2023,38.33333333,Spring,2023,Risky
Database Systems,170,37 of 40 seats remain,"Martinez, Jessica",Spring 2023,92.5,Spring,2023,No Risk
Intro to Programming,171,8 of 30 seats remain,"Miller, James",Spring 2023,26.66666667,Spring,2023,Risky
Software Engineering,172,21 of 40 seats remain,"Smith, John",Spring 2023,52.5,Spring,2023,Medium risk
Data Structures,173,14 of 30 seats remain,"Smith, John",Spring 2023,46.66666667,Spring,2023,Medium risk
Artificial Intelligence,174,53 of 60 seats remain,"Rodriguez, Michael",Spring 2023,88.33333333,Spring,2023,No Risk
Software Engineering,175,9 of 70 seats remain,"Smith, John",Spring 2023,12.85714286,Spring,2023,Very Risky
Algorithms,175,8 of 60 seats remain,"Johnson, Emily",Spring 2023,13.33333333,Spring,2023,Very Risky
Artificial Intelligence,176,30 of 70 seats remain,"Johnson, Emily",Spring 2023,42.85714286,Spring,2023,Medium risk
Software Engineering,177,24 of 60 seats remain,"Jones, Robert",Spring 2023,40,Spring,2023,Risky
Machine Learning,182,43 of 50 seats remain,"Davis, Elizabeth",Spring 2023,86,Spring,2023,No Risk
Computer Architecture,187,34 of 40 seats remain,"Williams, David",Spring 2023,85,Spring,2023,No Risk
Software Engineering,191,40 of 70 seats remain,"Miller, James",Spring 2023,57.14285714,Spring,2023,Medium risk
Software Engineering,199,45 of 60 seats remain,"Brown, Linda",Spring 2023,75,Spring,2023,Low Risk
Data Structures,199,17 of 50 seats remain,"Johnson, Emily",Spring 2023,34,Spring,2023,Risky
Algorithms,200,42 of 60 seats remain,"Martinez, Jessica",Spring 2023,70,Spring,2023,Low Risk
Intro to Programming,206,5 of 20 seats remain,"Williams, David",Spring 2023,25,Spring,2023,Risky
Software Engineering,207,47 of 70 seats remain,"Johnson, Emily",Spring 2023,67.14285714,Spring,2023,Low Risk
Operating Systems,207,28 of 50 seats remain,"Rodriguez, Michael",Spring 2023,56,Spring,2023,Medium risk
Computer Architecture,211,24 of 30 seats remain,"Johnson, Emily",Spring 2023,80,Spring,2023,Low Risk
Artificial Intelligence,212,29 of 60 seats remain,"Williams, David",Spring 2023,48.33333333,Spring,2023,Medium risk
Algorithms,212,28 of 50 seats remain,"Miller, James",Spring 2023,56,Spring,2023,Medium risk
Machine Learning,218,36 of 40 seats remain,"Rodriguez, Michael",Spring 2023,90,Spring,2023,No Risk
Computer Architecture,220,40 of 70 seats remain,"Williams, David",Spring 2023,57.14285714,Spring,2023,Medium risk
Data Structures,222,16 of 20 seats remain,"Smith, John",Spring 2023,80,Spring,2023,Low Risk
Data Structures,226,31 of 40 seats remain,"Davis, Elizabeth",Spring 2023,77.5,Spring,2023,Low Risk
Software Engineering,227,16 of 60 seats remain,"Johnson, Emily",Spring 2023,26.66666667,Spring,2023,Risky
Intro to Programming,228,20 of 30 seats remain,"Garcia, Maria",Spring 2023,66.66666667,Spring,2023,Low Risk
Data Structures,236,8 of 50 seats remain,"Smith, John",Spring 2023,16,Spring,2023,Very Risky
Artificial Intelligence,236,15 of 50 seats remain,"Brown, Linda",Spring 2023,30,Spring,2023,Risky
Machine Learning,237,9 of 20 seats remain,"Davis, Elizabeth",Spring 2023,45,Spring,2023,Medium risk
Computer Architecture,243,42 of 70 seats remain,"Johnson, Emily",Spring 2023,60,Spring,2023,Medium risk
Computer Networks,250,4 of 20 seats remain,"Miller, James",Spring 2023,20,Spring,2023,Very Risky
Machine Learning,251,13 of 20 seats remain,"Johnson, Emily",Spring 2023,65,Spring,2023,Low Risk
Operating Systems,252,22 of 30 seats remain,"Miller, James",Spring 2023,73.33333333,Spring,2023,Low Risk
Machine Learning,252,0 of 50 seats remain,"Garcia, Maria",Spring 2023,0,Spring,2023,Very Risky
Algorithms,252,21 of 40 seats remain,"Davis, Elizabeth",Spring 2023,52.5,Spring,2023,Medium risk
Data Structures,253,41 of 50 seats remain,"Miller, James",Spring 2023,82,Spring,2023,No Risk
Machine Learning,259,8 of 50 seats remain,"Jones, Robert",Spring 2023,16,Spring,2023,Very Risky
Computer Networks,260,3 of 20 seats remain,"Brown, Linda",Spring 2023,15,Spring,2023,Very Risky
Artificial Intelligence,263,31 of 60 seats remain,"Martinez, Jessica",Spring 2023,51.66666667,Spring,2023,Medium risk
Software Engineering,273,12 of 70 seats remain,"Miller, James",Spring 2023,17.14285714,Spring,2023,Very Risky
Software Engineering,278,8 of 30 seats remain,"Rodriguez, Michael",Spring 2023,26.66666667,Spring,2023,Risky
Computer Networks,278,18 of 70 seats remain,"Garcia, Maria",Spring 2023,25.71428571,Spring,2023,Risky
Artificial Intelligence,279,29 of 40 seats remain,"Brown, Linda",Spring 2023,72.5,Spring,2023,Low Risk
Artificial Intelligence,279,12 of 30 seats remain,"Miller, James",Spring 2023,40,Spring,2023,Risky
Database Systems,281,43 of 60 seats remain,"Jones, Robert",Spring 2023,71.66666667,Spring,2023,Low Risk
Computer Networks,281,18 of 20 seats remain,"Davis, Elizabeth",Spring 2023,90,Spring,2023,No Risk
Data Structures,283,13 of 60 seats remain,"Johnson, Emily",Spring 2023,21.66666667,Spring,2023,Risky
Intro to Programming,285,2 of 40 seats remain,"Martinez, Jessica",Spring 2023,5,Spring,2023,Very Risky
Algorithms,287,4 of 30 seats remain,"Smith, John",Spring 2023,13.33333333,Spring,2023,Very Risky
Software Engineering,291,16 of 30 seats remain,"Miller, James",Spring 2023,53.33333333,Spring,2023,Medium risk
Algorithms,292,21 of 50 seats remain,"Smith, John",Spring 2023,42,Spring,2023,Medium risk
Computer Networks,293,56 of 70 seats remain,"Brown, Linda",Spring 2023,80,Spring,2023,Low Risk
Computer Networks,294,4 of 60 seats remain,"Jones, Robert",Spring 2023,6.666666667,Spring,2023,Very Risky
Software Engineering,295,11 of 50 seats remain,"Brown, Linda",Spring 2023,22,Spring,2023,Risky
Data Structures,298,9 of 30 seats remain,"Davis, Elizabeth",Spring 2023,30,Spring,2023,Risky
Computer Networks,300,23 of 70 seats remain,"Martinez, Jessica",Spring 2023,32.85714286,Spring,2023,Risky
Computer Architecture,300,20 of 70 seats remain,"Martinez, Jessica",Spring 2023,28.57142857,Spring,2023,Risky
Data Structures,304,42 of 70 seats remain,"Williams, David",Spring 2023,60,Spring,2023,Medium risk
Database Systems,309,17 of 20 seats remain,"Davis, Elizabeth",Spring 2023,85,Spring,2023,No Risk
Intro to Programming,315,36 of 60 seats remain,"Miller, James",Spring 2023,60,Spring,2023,Medium risk
Algorithms,315,6 of 20 seats remain,"Miller, James",Spring 2023,30,Spring,2023,Risky
Data Structures,315,6 of 70 seats remain,"Williams, David",Spring 2023,8.571428571,Spring,2023,Very Risky
Intro to Programming,318,35 of 40 seats remain,"Miller, James",Spring 2023,87.5,Spring,2023,No Risk
Algorithms,322,5 of 30 seats remain,"Garcia, Maria",Spring 2023,16.66666667,Spring,2023,Very Risky
Operating Systems,323,22 of 30 seats remain,"Garcia, Maria",Spring 2023,73.33333333,Spring,2023,Low Risk
Data Structures,323,19 of 50 seats remain,"Martinez, Jessica",Spring 2023,38,Spring,2023,Risky
Data Structures,324,36 of 50 seats remain,"Rodriguez, Michael",Spring 2023,72,Spring,2023,Low Risk
Machine Learning,327,32 of 40 seats remain,"Martinez, Jessica",Spring 2023,80,Spring,2023,Low Risk
Data Structures,332,42 of 50 seats remain,"Smith, John",Spring 2023,84,Spring,2023,No Risk
Database Systems,333,55 of 70 seats remain,"Miller, James",Spring 2023,78.57142857,Spring,2023,Low Risk
Artificial Intelligence,336,6 of 50 seats remain,"Smith, John",Spring 2023,12,Spring,2023,Very Risky
Data Structures,341,13 of 20 seats remain,"Williams, David",Spring 2023,65,Spring,2023,Low Risk
Database Systems,344,17 of 30 seats remain,"Jones, Robert",Spring 2023,56.66666667,Spring,2023,Medium risk
Operating Systems,344,32 of 70 seats remain,"Miller, James",Spring 2023,45.71428571,Spring,2023,Medium risk
Artificial Intelligence,345,25 of 40 seats remain,"Jones, Robert",Spring 2023,62.5,Spring,2023,Low Risk
Data Structures,354,6 of 60 seats remain,"Davis, Elizabeth",Spring 2023,10,Spring,2023,Very Risky
Operating Systems,355,6 of 20 seats remain,"Brown, Linda",Spring 2023,30,Spring,2023,Risky
Algorithms,356,30 of 60 seats remain,"Garcia, Maria",Spring 2023,50,Spring,2023,Medium risk
Artificial Intelligence,358,0 of 60 seats remain,"Williams, David",Spring 2023,0,Spring,2023,Very Risky
Computer Architecture,359,46 of 60 seats remain,"Smith, John",Spring 2023,76.66666667,Spring,2023,Low Risk
Software Engineering,360,18 of 50 seats remain,"Brown, Linda",Spring 2023,36,Spring,2023,Risky
Computer Networks,362,40 of 60 seats remain,"Johnson, Emily",Spring 2023,66.66666667,Spring,2023,Low Risk
Intro to Programming,365,9 of 20 seats remain,"Jones, Robert",Spring 2023,45,Spring,2023,Medium risk
Algorithms,369,6 of 60 seats remain,"Brown, Linda",Spring 2023,10,Spring,2023,Very Risky
Database Systems,369,16 of 20 seats remain,"Davis, Elizabeth",Spring 2023,80,Spring,2023,Low Risk
Computer Architecture,372,32 of 70 seats remain,"Garcia, Maria",Spring 2023,45.71428571,Spring,2023,Medium risk
Intro to Programming,372,5 of 20 seats remain,"Rodriguez, Michael",Spring 2023,25,Spring,2023,Risky
Computer Networks,373,23 of 50 seats remain,"Brown, Linda",Spring 2023,46,Spring,2023,Medium risk
Computer Architecture,373,18 of 40 seats remain,"Miller, James",Spring 2023,45,Spring,2023,Medium risk
Software Engineering,375,35 of 70 seats remain,"Davis, Elizabeth",Spring 2023,50,Spring,2023,Medium risk
Computer Architecture,375,10 of 30 seats remain,"Johnson, Emily",Spring 2023,33.33333333,Spring,2023,Risky
Software Engineering,377,43 of 70 seats remain,"Jones, Robert",Spring 2023,61.42857143,Spring,2023,Low Risk
Algorithms,381,16 of 60 seats remain,"Garcia, Maria",Spring 2023,26.66666667,Spring,2023,Risky
Software Engineering,384,33 of 40 seats remain,"Smith, John",Spring 2023,82.5,Spring,2023,No Risk
Machine Learning,384,26 of 40 seats remain,"Rodriguez, Michael",Spring 2023,65,Spring,2023,Low Risk
Computer Networks,387,20 of 40 seats remain,"Martinez, Jessica",Spring 2023,50,Spring,2023,Medium risk
Machine Learning,388,10 of 40 seats remain,"Brown, Linda",Spring 2023,25,Spring,2023,Risky
Computer Architecture,388,29 of 50 seats remain,"Johnson, Emily",Spring 2023,58,Spring,2023,Medium risk
Artificial Intelligence,392,12 of 60 seats remain,"Garcia, Maria",Spring 2023,20,Spring,2023,Very Risky
Algorithms,394,23 of 30 seats remain,"Smith, John",Spring 2023,76.66666667,Spring,2023,Low Risk
Computer Networks,394,3 of 30 seats remain,"Rodriguez, Michael",Spring 2023,10,Spring,2023,Very Risky
Intro to Programming,397,44 of 50 seats remain,"Williams, David",Spring 2023,88,Spring,2023,No Risk
Computer Networks,397,17 of 50 seats remain,"Jones, Robert",Spring 2023,34,Spring,2023,Risky
Data Structures,398,2 of 20 seats remain,"Garcia, Maria",Spring 2023,10,Spring,2023,Very Risky
Software Engineering,400,32 of 50 seats remain,"Garcia, Maria",Spring 2023,64,Spring,2023,Low Risk
Computer Architecture,401,56 of 60 seats remain,"Garcia, Maria",Spring 2023,93.33333333,Spring,2023,No Risk
Algorithms,401,19 of 30 seats remain,"Jones, Robert",Spring 2023,63.33333333,Spring,2023,Low Risk
Computer Architecture,401,7 of 60 seats remain,"Garcia, Maria",Spring 2023,11.66666667,Spring,2023,Very Risky
Machine Learning,403,5 of 60 seats remain,"Garcia, Maria",Spring 2023,8.333333333,Spring,2023,Very Risky
Operating Systems,409,52 of 60 seats remain,"Jones, Robert",Spring 2023,86.66666667,Spring,2023,No Risk
Software Engineering,410,51 of 70 seats remain,"Brown, Linda",Spring 2023,72.85714286,Spring,2023,Low Risk
Software Engineering,414,12 of 20 seats remain,"Garcia, Maria",Spring 2023,60,Spring,2023,Medium risk
Database Systems,418,38 of 50 seats remain,"Brown, Linda",Spring 2023,76,Spring,2023,Low Risk
Database Systems,419,33 of 40 seats remain,"Miller, James",Spring 2023,82.5,Spring,2023,No Risk
Intro to Programming,420,19 of 30 seats remain,"Johnson, Emily",Spring 2023,63.33333333,Spring,2023,Low Risk
Operating Systems,424,24 of 40 seats remain,"Williams, David",Spring 2023,60,Spring,2023,Medium risk
Operating Systems,424,3 of 50 seats remain,"Rodriguez, Michael",Spring 2023,6,Spring,2023,Very Risky
Computer Architecture,425,9 of 60 seats remain,"Williams, David",Spring 2023,15,Spring,2023,Very Risky
Algorithms,430,1 of 20 seats remain,"Johnson, Emily",Spring 2023,5,Spring,2023,Very Risky
Database Systems,431,55 of 60 seats remain,"Martinez, Jessica",Spring 2023,91.66666667,Spring,2023,No Risk
Computer Architecture,432,17 of 30 seats remain,"Johnson, Emily",Spring 2023,56.66666667,Spring,2023,Medium risk
Machine Learning,435,21 of 50 seats remain,"Smith, John",Spring 2023,42,Spring,2023,Medium risk
Intro to Programming,436,6 of 30 seats remain,"Williams, David",Spring 2023,20,Spring,2023,Very Risky
Computer Architecture,439,FULL: 0 of 30 seats remain,"Garcia, Maria",Spring 2023,0,Spring,2023,Very Risky
Intro to Programming,443,FULL: 0 of 50 seats remain,"Brown, Linda",Spring 2023,0,Spring,2023,Very Risky
Software Engineering,445,48 of 70 seats remain,"Williams, David",Spring 2023,68.57142857,Spring,2023,Low Risk
Computer Architecture,445,1 of 20 seats remain,"Davis, Elizabeth",Spring 2023,5,Spring,2023,Very Risky
Database Systems,447,4 of 60 seats remain,"Johnson, Emily",Spring 2023,6.666666667,Spring,2023,Very Risky
Operating Systems,448,10 of 20 seats remain,"Johnson, Emily",Spring 2023,50,Spring,2023,Medium risk
Computer Networks,453,34 of 50 seats remain,"Martinez, Jessica",Spring 2023,68,Spring,2023,Low Risk
Computer Networks,457,1 of 40 seats remain,"Brown, Linda",Spring 2023,2.5,Spring,2023,Very Risky
Operating Systems,459,4 of 20 seats remain,"Smith, John",Spring 2023,20,Spring,2023,Very Risky
Database Systems,459,34 of 50 seats remain,"Jones, Robert",Spring 2023,68,Spring,2023,Low Risk
Machine Learning,459,8 of 20 seats remain,"Garcia, Maria",Spring 2023,40,Spring,2023,Risky
Database Systems,461,25 of 40 seats remain,"Jones, Robert",Spring 2023,62.5,Spring,2023,Low Risk
Database Systems,462,2 of 40 seats remain,"Smith, John",Spring 2023,5,Spring,2023,Very Risky
Computer Architecture,465,21 of 50 seats remain,"Garcia, Maria",Spring 2023,42,Spring,2023,Medium risk
Machine Learning,465,18 of 20 seats remain,"Williams, David",Spring 2023,90,Spring,2023,No Risk
Algorithms,467,7 of 40 seats remain,"Rodriguez, Michael",Spring 2023,17.5,Spring,2023,Very Risky
Data Structures,469,38 of 70 seats remain,"Miller, James",Spring 2023,54.28571429,Spring,2023,Medium risk
Software Engineering,470,13 of 20 seats remain,"Jones, Robert",Spring 2023,65,Spring,2023,Low Risk
Data Structures,471,18 of 30 seats remain,"Davis, Elizabeth",Spring 2023,60,Spring,2023,Medium risk
Artificial Intelligence,476,2 of 60 seats remain,"Jones, Robert",Spring 2023,3.333333333,Spring,2023,Very Risky
Algorithms,479,13 of 30 seats remain,"Rodriguez, Michael",Spring 2023,43.33333333,Spring,2023,Medium risk
Computer Architecture,480,11 of 40 seats remain,"Rodriguez, Michael",Spring 2023,27.5,Spring,2023,Risky
Computer Architecture,481,39 of 50 seats remain,"Rodriguez, Michael",Spring 2023,78,Spring,2023,Low Risk
Data Structures,488,19 of 70 seats remain,"Rodriguez, Michael",Spring 2023,27.14285714,Spring,2023,Risky
Database Systems,488,7 of 40 seats remain,"Brown, Linda",Spring 2023,17.5,Spring,2023,Very Risky
Software Engineering,489,18 of 20 seats remain,"Davis, Elizabeth",Spring 2023,90,Spring,2023,No Risk
Database Systems,493,55 of 70 seats remain,"Miller, James",Spring 2023,78.57142857,Spring,2023,Low Risk
Software Engineering,494,15 of 30 seats remain,"Jones, Robert",Spring 2023,50,Spring,2023,Medium risk
Data Structures,500,37 of 60 seats remain,"Johnson, Emily",Spring 2023,61.66666667,Spring,2023,Low Risk
Database Systems,502,10 of 40 seats remain,"Garcia, Maria",Spring 2023,25,Spring,2023,Risky
Software Engineering,502,32 of 50 seats remain,"Garcia, Maria",Spring 2023,64,Spring,2023,Low Risk
Artificial Intelligence,507,28 of 40 seats remain,"Smith, John",Spring 2023,70,Spring,2023,Low Risk
Data Structures,507,36 of 50 seats remain,"Martinez, Jessica",Spring 2023,72,Spring,2023,Low Risk
Computer Architecture,509,19 of 30 seats remain,"Miller, James",Spring 2023,63.33333333,Spring,2023,Low Risk
Machine Learning,513,30 of 70 seats remain,"Miller, James",Spring 2023,42.85714286,Spring,2023,Medium risk
Algorithms,515,23 of 40 seats remain,"Garcia, Maria",Spring 2023,57.5,Spring,2023,Medium risk
Operating Systems,518,11 of 50 seats remain,"Martinez, Jessica",Spring 2023,22,Spring,2023,Risky
Computer Networks,522,18 of 20 seats remain,"Rodriguez, Michael",Spring 2023,90,Spring,2023,No Risk
Artificial Intelligence,525,25 of 60 seats remain,"Rodriguez, Michael",Spring 2023,41.66666667,Spring,2023,Medium risk
Artificial Intelligence,527,31 of 60 seats remain,"Martinez, Jessica",Spring 2023,51.66666667,Spring,2023,Medium risk
Software Engineering,529,31 of 50 seats remain,"Williams, David",Spring 2023,62,Spring,2023,Low Risk
Operating Systems,530,26 of 40 seats remain,"Smith, John",Spring 2023,65,Spring,2023,Low Risk
Intro to Programming,531,7 of 40 seats remain,"Williams, David",Spring 2023,17.5,Spring,2023,Very Risky
Data Structures,532,51 of 60 seats remain,"Garcia, Maria",Spring 2023,85,Spring,2023,No Risk
Artificial Intelligence,532,18 of 30 seats remain,"Johnson, Emily",Spring 2023,60,Spring,2023,Medium risk
Computer Networks,534,46 of 50 seats remain,"Smith, John",Spring 2023,92,Spring,2023,No Risk
Database Systems,540,1 of 40 seats remain,"Martinez, Jessica",Spring 2023,2.5,Spring,2023,Very Risky
Software Engineering,540,13 of 20 seats remain,"Garcia, Maria",Spring 2023,65,Spring,2023,Low Risk
Data Structures,540,9 of 30 seats remain,"Miller, James",Spring 2023,30,Spring,2023,Risky
